timestamp,user_id,post_id,action,target
2021-11-27 20:11:35,149679,5091,view,0
2021-11-27 20:12:29,149679,4477,view,0
2021-11-27 20:15:26,149679,3557,view,1
2021-11-27 20:16:33,149679,3557,like,0
2021-11-27 20:16:35,149679,3655,view,0
2021-11-27 20:17:09,149679,5973,view,0
2021-11-27 20:17:43,149679,1200,view,0
2021-11-27 20:18:03,149679,1428,view,0
2021-11-27 20:18:31,149679,2244,view,0
2021-11-27 20:21:01,149679,1230,view,0
2021-11-27 20:21:29,149679,966,view,0
2021-11-27 20:22:32,149679,1359,view,0
2021-11-27 20:25:20,149679,96,view,0
2021-11-27 20:26:10,149679,1655,view,1
2021-11-27 20:27:49,149679,1655,like,0
2021-11-27 20:27:51,149679,1758,view,0
2021-11-27 20:28:29,149679,1480,view,1
2021-11-27 20:29:24,149679,1480,like,0
2021-11-27 20:29:26,149679,1712,view,0
2021-11-27 20:31:00,149679,1284,view,0
2021-11-27 20:31:32,149679,1555,view,0
2021-12-06 21:44:44,149679,1817,view,0
2021-12-06 21:46:48,149679,7040,view,0
2021-12-06 21:47:58,149679,3373,view,0
2021-12-06 21:50:37,149679,6183,view,0
2021-12-06 21:52:56,149679,3330,view,1
2021-12-06 21:54:05,149679,3330,like,0
2021-12-06 21:54:07,149679,4882,view,0
2021-12-06 21:56:15,149679,597,view,0
2021-12-06 21:58:18,149679,4812,view,0
2021-12-06 21:59:35,149679,6724,view,1
2021-12-06 22:00:50,149679,6724,like,0
2021-12-06 22:00:52,149679,2720,view,0
2021-12-06 22:01:39,149679,2327,view,1
2021-12-06 22:04:11,149679,2327,like,0
2021-12-06 22:04:13,149679,1681,view,0
2021-12-06 22:07:02,149679,925,view,0
2021-12-06 22:07:41,149679,1666,view,0
2021-12-06 22:10:02,149679,1673,view,0
2021-12-06 22:11:52,149679,1667,view,1
2021-12-06 22:13:46,149679,1667,like,0
2021-12-06 22:13:48,149679,1307,view,0
2021-12-06 22:14:19,149679,1208,view,0
2021-12-06 22:16:53,149679,1758,view,0
2021-12-06 22:17:14,149679,37,view,1
2021-12-06 22:17:52,149679,37,like,0
2021-12-06 22:17:54,149679,1792,view,0
2021-12-06 22:20:36,149679,1218,view,0
2021-12-06 22:21:27,149679,10,view,0
2021-12-06 22:21:44,149679,1686,view,0
2021-12-06 22:22:22,149679,2484,view,0
2021-12-06 22:23:13,149679,1119,view,0
2021-12-06 22:23:25,149679,1598,view,0
2021-12-06 22:24:19,149679,1571,view,1
2021-12-06 22:27:14,149679,1571,like,0
2021-12-06 22:27:16,149679,1687,view,0
2021-12-13 12:33:13,149679,6645,view,1
2021-12-13 12:35:53,149679,6645,like,0
2021-12-13 12:35:55,149679,2730,view,1
2021-12-13 12:36:41,149679,2730,like,0
2021-12-13 12:36:43,149679,2311,view,0
2021-12-13 12:37:42,149679,5069,view,1
2021-12-13 12:38:42,149679,5069,like,0
2021-12-13 12:38:44,149679,115,view,1
2021-12-13 12:40:34,149679,115,like,0
2021-12-13 12:40:36,149679,6222,view,0
2021-12-13 12:41:09,149679,4536,view,1
2021-12-13 12:42:04,149679,4536,like,0
2021-12-13 12:42:06,149679,1112,view,1
2021-12-13 12:43:43,149679,1112,like,0
2021-12-13 12:43:45,149679,2169,view,0
2021-12-13 12:44:08,149679,6267,view,0
2021-12-13 12:45:38,149679,5775,view,1
2021-12-13 12:46:35,149679,5775,like,0
2021-12-13 12:46:37,149679,3264,view,0
2021-12-13 12:47:38,149679,3788,view,1
2021-12-13 12:48:28,149679,3788,like,0
2021-12-13 12:48:30,149679,2567,view,0
2021-12-13 12:49:09,149679,3742,view,0
2021-12-13 12:52:06,149679,2433,view,0
2021-12-13 12:53:25,149679,687,view,0
2021-12-13 12:54:34,149679,3109,view,0
2021-12-13 12:57:15,149679,1150,view,0
2021-12-13 13:00:02,149679,1123,view,0
2021-12-13 13:00:49,149679,1805,view,0
2021-12-13 13:02:42,149679,1585,view,0
2021-12-13 13:04:33,149679,1125,view,0
2021-12-13 13:07:27,149679,3578,view,0
2021-12-13 13:08:03,149679,1258,view,0
2021-12-13 13:10:19,149679,1906,view,0
2021-12-13 13:10:32,149679,1001,view,1
2021-12-13 13:12:55,149679,1001,like,0
2021-12-13 13:12:57,149679,1655,view,0
2021-12-13 13:15:13,149679,1332,view,1
2021-12-13 13:16:54,149679,1332,like,0
2021-12-13 13:16:56,149679,1574,view,0
2021-12-13 13:19:10,149679,1380,view,0
2021-12-13 13:20:43,149679,316,view,0
2021-12-13 13:21:03,149679,1602,view,0
2021-12-13 13:24:01,149679,1848,view,1
2021-12-13 13:24:48,149679,1848,like,0
2021-12-21 15:29:04,149679,6253,view,0
2021-12-21 15:31:39,149679,285,view,0
2021-12-21 15:34:09,149679,7254,view,0
2021-12-21 15:36:45,149679,5789,view,0
2021-12-21 15:37:52,149679,7029,view,0
2021-12-21 15:39:22,149679,4061,view,0
2021-12-21 15:41:54,149679,2418,view,0
2021-12-21 15:43:39,149679,6403,view,1
2021-12-21 15:45:06,149679,6403,like,0
2021-12-21 15:45:08,149679,727,view,0
2021-12-21 15:47:19,149679,2819,view,0
2021-12-21 15:48:12,149679,3398,view,1
2021-12-21 15:49:57,149679,3398,like,0
2021-12-21 15:49:59,149679,2094,view,0
2021-12-21 15:51:27,149679,3717,view,0
2021-12-21 15:51:45,149679,4698,view,0
2021-12-21 15:53:38,149679,6429,view,1
2021-12-21 15:54:07,149679,6429,like,0
2021-12-21 15:54:09,149679,614,view,0
2021-12-21 15:55:37,149679,2962,view,0
2021-12-21 15:56:23,149679,1750,view,0
2021-12-21 15:56:37,149679,943,view,0
2021-12-21 15:56:48,149679,1354,view,0
2021-12-21 15:58:13,149679,1808,view,0
2021-12-21 15:58:37,149679,2011,view,0
2021-12-21 15:59:36,149679,308,view,0
2021-12-21 15:59:55,149679,505,view,0
2021-12-21 16:02:46,149679,1359,view,0
2021-12-21 16:05:10,149679,1474,view,0
2021-12-22 06:30:46,149679,2479,view,0
2021-12-22 06:32:54,149679,7300,view,0
2021-12-22 06:34:11,149679,3141,view,1
2021-12-22 06:36:20,149679,3141,like,0
2021-12-22 06:36:22,149679,1114,view,0
2021-12-22 06:37:16,149679,6615,view,0
2021-12-22 06:39:06,149679,5576,view,1
2021-12-22 06:40:41,149679,5576,like,0
2021-12-22 06:40:43,149679,2727,view,0
2021-12-22 06:43:24,149679,772,view,1
2021-12-22 06:44:40,149679,772,like,0
2021-12-22 06:44:42,149679,1095,view,0
2021-12-22 06:45:00,149679,3635,view,1
2021-12-22 06:45:28,149679,3635,like,0
2021-12-22 06:45:30,149679,5608,view,0
2021-12-22 06:46:40,149679,3499,view,1
2021-12-22 06:49:06,149679,3499,like,0
2021-12-22 06:49:08,149679,2112,view,0
2021-12-22 06:51:02,149679,5685,view,0
2021-12-22 06:51:32,149679,6612,view,0
2021-12-22 06:54:30,149679,4968,view,0
2021-12-22 06:55:41,149679,79,view,0
2021-12-22 06:56:15,149679,5902,view,1
2021-12-22 06:59:10,149679,5902,like,0
2021-12-22 06:59:12,149679,1498,view,1
2021-12-22 07:01:44,149679,1498,like,0
2021-12-22 07:01:46,149679,1007,view,0
2021-12-22 07:03:53,149679,1342,view,0
2021-12-22 07:04:35,149679,1572,view,0
2021-12-22 07:06:33,149679,1374,view,0
2021-12-22 07:08:28,149679,2185,view,0
2021-12-22 07:09:31,149679,1469,view,0
2021-11-18 16:27:19,122900,3107,view,1
2021-11-18 16:28:21,122900,3107,like,0
2021-11-18 16:28:23,122900,340,view,1
2021-11-18 16:30:13,122900,340,like,0
2021-11-18 16:30:15,122900,109,view,0
2021-11-18 16:32:01,122900,3317,view,0
2021-11-18 16:33:44,122900,3367,view,0
2021-11-18 16:35:43,122900,4141,view,0
2021-11-18 16:37:58,122900,6916,view,1
2021-11-18 16:40:13,122900,6916,like,0
2021-11-18 16:40:15,122900,776,view,0
2021-11-18 16:42:28,122900,4203,view,0
2021-11-18 16:43:19,122900,1130,view,0
2021-11-18 16:45:18,122900,43,view,0
2021-11-18 16:46:18,122900,1483,view,0
2021-11-18 16:47:13,122900,1173,view,0
2021-11-18 16:48:32,122900,1314,view,0
2021-11-18 16:49:48,122900,1051,view,1
2021-11-18 16:51:05,122900,1051,like,0
2021-11-18 16:51:07,122900,5946,view,1
2021-11-18 16:51:18,122900,5946,like,0
2021-11-18 16:51:20,122900,1498,view,0
2021-11-18 16:51:38,122900,659,view,0
2021-11-18 16:54:23,122900,1598,view,0
2021-11-18 16:56:54,122900,1882,view,0
2021-11-18 16:57:10,122900,1272,view,0
2021-11-18 16:58:26,122900,2892,view,0
2021-11-30 06:37:57,122900,4819,view,0
2021-11-30 06:39:36,122900,7002,view,0
2021-11-30 06:42:14,122900,3221,view,0
2021-11-30 06:43:26,122900,3198,view,0
2021-11-30 06:45:51,122900,5280,view,0
2021-11-30 06:48:09,122900,6839,view,0
2021-11-30 06:48:22,122900,543,view,0
2021-11-30 06:51:15,122900,3657,view,0
2021-11-30 06:51:46,122900,3588,view,1
2021-11-30 06:54:32,122900,3588,like,0
2021-11-30 06:54:34,122900,2750,view,1
2021-11-30 06:55:33,122900,2750,like,0
2021-11-30 06:55:35,122900,1630,view,1
2021-11-30 06:56:44,122900,1630,like,0
2021-11-30 06:56:46,122900,1869,view,0
2021-11-30 06:57:51,122900,3108,view,0
2021-11-30 06:58:39,122900,2427,view,0
2021-11-30 07:00:04,122900,1528,view,0
2021-11-30 07:02:38,122900,1698,view,0
2021-11-30 07:05:27,122900,1007,view,0
2021-11-30 07:06:34,122900,1258,view,0
2021-11-30 07:06:44,122900,642,view,0
2021-11-30 07:07:50,122900,1386,view,0
2021-11-30 07:09:58,122900,1402,view,0
2021-11-30 07:10:12,122900,1266,view,0
2021-11-30 07:12:54,122900,1452,view,1
2021-11-30 07:13:25,122900,1452,like,0
2021-12-02 06:08:54,122900,3923,view,0
2021-12-02 06:11:32,122900,3359,view,0
2021-12-02 06:12:11,122900,5620,view,1
2021-12-02 06:12:48,122900,5620,like,0
2021-12-02 06:12:50,122900,3762,view,1
2021-12-02 06:13:14,122900,3762,like,0
2021-12-02 06:13:16,122900,661,view,0
2021-12-02 06:15:14,122900,2622,view,0
2021-12-02 06:16:02,122900,5852,view,0
2021-12-02 06:18:40,122900,4705,view,0
2021-12-02 06:20:24,122900,5503,view,1
2021-12-02 06:21:33,122900,5503,like,0
2021-12-02 06:21:35,122900,496,view,0
2021-12-02 06:23:47,122900,6098,view,0
2021-12-02 06:24:52,122900,4795,view,1
2021-12-02 06:26:17,122900,4795,like,0
2021-12-02 06:26:19,122900,5470,view,0
2021-12-02 06:26:39,122900,2849,view,0
2021-12-02 06:29:00,122900,1383,view,0
2021-12-02 06:30:19,122900,1381,view,0
2021-12-02 06:30:49,122900,1699,view,0
2021-12-02 06:33:11,122900,1923,view,0
2021-12-02 06:33:44,122900,1538,view,0
2021-12-02 06:34:04,122900,1402,view,0
2021-12-02 06:34:29,122900,1723,view,0
2021-12-02 06:36:32,122900,1590,view,0
2021-12-02 06:37:09,122900,1870,view,1
2021-12-02 06:38:04,122900,1870,like,0
2021-12-02 06:38:06,122900,1698,view,0
2021-12-02 06:40:15,122900,1504,view,0
2021-12-02 06:42:09,122900,1905,view,0
2021-12-02 06:42:44,122900,1730,view,0
2021-12-02 06:44:10,122900,1763,view,1
2021-12-02 06:44:59,122900,1763,like,0
2021-12-05 17:23:25,122900,3019,view,0
2021-12-05 17:25:40,122900,517,view,0
2021-12-05 17:26:42,122900,6756,view,0
2021-12-05 17:28:15,122900,4541,view,0
2021-12-05 17:30:53,122900,4582,view,0
2021-12-05 17:31:36,122900,3198,view,1
2021-12-05 17:32:26,122900,3198,like,0
2021-12-05 17:32:28,122900,3560,view,0
2021-12-05 17:33:01,122900,2440,view,0
2021-12-05 17:35:50,122900,5643,view,0
2021-12-05 17:36:41,122900,4897,view,0
2021-12-05 17:37:30,122900,4641,view,1
2021-12-05 17:38:05,122900,4641,like,0
2021-12-05 17:38:07,122900,1214,view,0
2021-12-05 17:40:56,122900,6726,view,0
2021-12-05 17:43:26,122900,4688,view,0
2021-12-05 17:45:00,122900,5629,view,0
2021-12-05 17:46:23,122900,966,view,0
2021-12-05 17:46:33,122900,1032,view,0
2021-12-05 17:47:06,122900,1085,view,0
2021-12-05 17:47:38,122900,1219,view,0
2021-12-05 17:49:29,122900,1715,view,0
2021-12-05 17:51:25,122900,1892,view,0
2021-12-05 17:53:29,122900,1720,view,0
2021-12-05 17:56:20,122900,163,view,1
2021-12-05 17:58:34,122900,163,like,0
2021-12-05 17:58:36,122900,1128,view,0
2021-12-05 17:58:56,122900,1254,view,0
2021-12-05 17:59:17,122900,2103,view,0
2021-12-05 18:00:12,122900,2858,view,1
2021-12-05 18:01:56,122900,2858,like,0
2021-12-05 18:01:58,122900,1366,view,0
2021-12-05 18:04:01,122900,1894,view,1
2021-12-05 18:05:06,122900,1894,like,0
2021-12-08 10:03:23,122900,6137,view,0
2021-12-08 10:04:08,122900,3043,view,0
2021-12-08 10:04:21,122900,4257,view,1
2021-12-08 10:05:20,122900,4257,like,0
2021-12-08 10:05:22,122900,6555,view,0
2021-12-08 10:07:27,122900,6092,view,0
2021-12-08 10:07:56,122900,1464,view,0
2021-12-08 10:10:12,122900,6622,view,1
2021-12-08 10:12:02,122900,6622,like,0
2021-12-08 10:12:04,122900,6879,view,0
2021-12-08 10:13:45,122900,5201,view,0
2021-12-08 10:16:30,122900,5134,view,0
2021-12-08 10:17:25,122900,4960,view,0
2021-12-08 10:18:16,122900,6621,view,0
2021-12-08 10:19:37,122900,5000,view,0
2021-12-08 10:20:32,122900,3181,view,0
2021-12-08 10:22:53,122900,3327,view,0
2021-12-08 10:25:26,122900,2601,view,0
2021-12-08 10:27:05,122900,4934,view,1
2021-12-08 10:29:45,122900,4934,like,0
2021-12-08 10:29:47,122900,5187,view,0
2021-12-08 10:30:47,122900,7274,view,1
2021-12-08 10:31:11,122900,7274,like,0
2021-12-08 10:31:13,122900,1650,view,0
2021-12-08 10:32:35,122900,1683,view,0
2021-12-08 10:32:59,122900,2108,view,0
2021-12-08 10:34:23,122900,1895,view,0
2021-12-08 10:36:10,122900,3287,view,0
2021-12-08 10:37:56,122900,1496,view,0
2021-12-08 10:38:15,122900,2378,view,0
2021-12-08 10:38:42,122900,183,view,0
2021-12-08 10:39:53,122900,1221,view,0
2021-12-08 10:42:32,122900,1607,view,0
2021-12-08 10:43:41,122900,1426,view,0
2021-12-09 17:53:04,122900,4389,view,0
2021-12-09 17:55:48,122900,7142,view,0
2021-12-09 17:57:48,122900,5324,view,1
2021-12-09 17:59:02,122900,5324,like,0
2021-12-09 17:59:04,122900,2321,view,0
2021-12-09 18:00:27,122900,2449,view,0
2021-12-09 18:03:07,122900,7093,view,1
2021-12-09 18:03:20,122900,7093,like,0
2021-12-09 18:03:22,122900,181,view,0
2021-12-09 18:05:50,122900,3616,view,0
2021-12-09 18:07:40,122900,6227,view,0
2021-12-09 18:08:21,122900,6588,view,0
2021-12-09 18:10:16,122900,5739,view,0
2021-12-09 18:12:23,122900,953,view,0
2021-12-09 18:12:54,122900,2168,view,0
2021-12-09 18:13:41,122900,3954,view,0
2021-12-09 18:15:10,122900,6056,view,0
2021-12-09 18:17:30,122900,6975,view,0
2021-12-09 18:19:27,122900,692,view,0
2021-12-09 18:21:15,122900,3050,view,0
2021-12-09 18:22:35,122900,2132,view,1
2021-12-09 18:23:10,122900,2132,like,0
2021-12-09 18:23:12,122900,3417,view,0
2021-12-09 18:25:40,122900,587,view,0
2021-12-09 18:27:47,122900,1185,view,1
2021-12-09 18:28:30,122900,1185,like,0
2021-12-09 18:28:32,122900,2450,view,0
2021-12-09 18:28:59,122900,2222,view,0
2021-12-09 18:30:46,122900,3907,view,0
2021-12-09 18:32:22,122900,1008,view,0
2021-12-09 18:33:19,122900,2429,view,0
2021-12-09 18:35:49,122900,1242,view,0
2021-12-09 18:37:04,122900,949,view,0
2021-12-09 18:39:17,122900,1549,view,0
2021-12-09 18:41:21,122900,1683,view,0
2021-12-09 18:42:53,122900,3769,view,0
2021-12-10 16:12:03,122900,5705,view,0
2021-12-10 16:13:05,122900,2953,view,0
2021-12-10 16:15:47,122900,5031,view,0
2021-12-10 16:16:51,122900,5269,view,1
2021-12-10 16:18:36,122900,5269,like,0
2021-12-10 16:18:38,122900,3023,view,0
2021-12-10 16:19:51,122900,4536,view,0
2021-12-10 16:21:43,122900,3746,view,0
2021-12-10 16:21:58,122900,4985,view,0
2021-12-10 16:23:44,122900,1886,view,1
2021-12-10 16:24:19,122900,1886,like,0
2021-12-10 16:24:21,122900,6308,view,1
2021-12-10 16:26:34,122900,6308,like,0
2021-12-10 16:26:36,122900,6536,view,0
2021-12-10 16:28:06,122900,1239,view,0
2021-12-10 16:29:00,122900,1471,view,0
2021-12-10 16:29:54,122900,1437,view,0
2021-12-10 16:31:08,122900,1825,view,1
2021-10-02 20:14:17,156690,823,like,0
2021-10-02 20:14:19,156690,4495,view,0
2021-10-02 20:16:57,156690,7207,view,1
2021-10-02 20:18:52,156690,7207,like,0
2021-10-02 20:18:54,156690,2560,view,0
2021-10-02 20:21:00,156690,6355,view,0
2021-10-02 20:21:17,156690,5611,view,0
2021-10-02 20:21:30,156690,6796,view,0
2021-10-02 20:24:18,156690,7081,view,0
2021-10-02 20:27:15,156690,2768,view,0
2021-10-05 15:40:27,156690,949,view,0
2021-10-05 15:43:09,156690,4744,view,0
2021-10-05 15:44:39,156690,1788,view,1
2021-10-05 15:46:13,156690,1788,like,0
2021-10-05 15:46:15,156690,5590,view,0
2021-10-05 15:48:43,156690,1401,view,0
2021-10-05 15:50:22,156690,4959,view,0
2021-10-05 15:51:40,156690,1847,view,0
2021-10-05 15:54:04,156690,1895,view,0
2021-10-05 15:54:27,156690,5321,view,0
2021-10-05 15:56:33,156690,1814,view,0
2021-10-05 15:58:14,156690,2482,view,1
2021-10-05 15:59:25,156690,2482,like,0
2021-10-05 15:59:27,156690,1342,view,0
2021-10-05 16:00:04,156690,1258,view,0
2021-10-05 16:02:54,156690,6469,view,0
2021-10-05 16:03:47,156690,2677,view,0
2021-10-05 16:06:01,156690,5483,view,0
2021-10-05 16:07:19,156690,4122,view,1
2021-10-05 16:09:18,156690,4122,like,0
2021-10-05 16:09:20,156690,897,view,0
2021-10-05 16:11:46,156690,6426,view,0
2021-10-05 16:14:28,156690,4429,view,0
2021-10-05 16:15:59,156690,6533,view,0
2021-10-05 16:17:21,156690,6506,view,0
2021-10-05 16:19:08,156690,3924,view,0
2021-10-05 16:20:27,156690,3617,view,0
2021-10-05 16:21:17,156690,3112,view,0
2021-10-05 16:22:34,156690,6442,view,0
2021-10-05 16:25:30,156690,2778,view,0
2021-10-05 16:26:28,156690,3402,view,0
2021-10-05 16:26:40,156690,3970,view,0
2021-10-05 16:27:40,156690,6550,view,0
2021-10-05 16:30:27,156690,1448,view,0
2021-10-05 16:31:42,156690,3749,view,0
2021-10-05 16:34:17,156690,3796,view,0
2021-10-05 16:36:35,156690,1633,view,0
